utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
"I need help finding resources regarding pros and cons of birth control, the controversy of birth control, and the history of birth control if that's possible.",tran_raw_2024,research_consultation,missing,high,FALSE,Needs help finding resources for a multi-part research topic.
"I need to find a book about the American Revolution, but I'm struggling to use the online Library.",tran_raw_2024,research_consultation,missing,medium,FALSE,Needs help finding sources on a research topic.
"could i get books or resources that talk about tenochitilan and its architecture, please",tran_raw_2024,research_consultation,missing,medium,FALSE,Requests resources on a research topic.
Hi I was wondering if you can point me into the direction of finding a movie review from 1979 of Kramer vs Kramer?,tran_raw_2024,research_consultation,missing,medium,FALSE,Needs direction finding a specific type of source for research.
hi! do you have some good resources to learn about mindfulness at miami that i can use for a project?,tran_raw_2024,research_consultation,missing,medium,FALSE,Requests good resources for a project topic.
how do I find resources about Korean culture,tran_raw_2024,research_consultation,missing,medium,FALSE,Needs help finding resources on a research topic.
Can we have a librarian come down to help a student with their question listed below: ancient Greek sources ancient sources on black and red figure and amphoras- commentaries on them or actual examples,tran_raw_2024,research_consultation,missing,high,FALSE,Requests librarian help with a student's research question.
articles on opioid crisis,tran_raw_2024,research_consultation,missing,medium,TRUE,Short topic-only request likely seeking research articles.
history of birth control,tran_raw_2024,research_consultation,missing,medium,TRUE,Short topic-only research request.
infectious diseases,tran_raw_2024,research_consultation,missing,low,TRUE,Very short topic-only request.
"looking for research articles for my biopsychology and neurophysiology class (PSY 251), I'm looking within the topics or memory, addiction, learning, and anxiety",tran_raw_2024,research_consultation,missing,high,FALSE,Needs help finding research articles for class topics.
i am looking for the link on how t conduct a systematic review,tran_raw_2024,research_consultation,missing,medium,TRUE,Asks for guidance on conducting a systematic review; research process support.
"I need help finding sources for Women's Achievement in Latin America, Asia, and Africa.",tran_raw_2024,research_consultation,missing,high,FALSE,User asks for help finding sources for a research topic.
Can I have help finding a news article on assisted suicide?,tran_raw_2024,research_consultation,missing,medium,FALSE,User asks for help finding sources on a research topic.
"Hello, I am having trouble finding sources on the library website and was looking for someone to help me. I am at King Library right now and was looking for a reference librarian but was not sure where to find one.",tran_raw_2024,research_consultation,missing,high,FALSE,"User wants librarian help finding sources, indicating research support."
I need qualitative peer journal articles on social justice and school leadership,tran_raw_2024,research_consultation,missing,medium,FALSE,Needs help finding scholarly sources on a research topic.
What kind of sources should I used for research?,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for guidance on source types for research.
Looking for articles on preventative parenting programs,tran_raw_2025,research_consultation,missing,medium,FALSE,User is seeking article research help on a topic.
What is the best way to go about looking for evidence-based programs regarding trauma-informed care with children and families?,tran_raw_2025,research_consultation,missing,high,FALSE,User asks for search strategy for evidence-based programs on a topic.
environmental biology topics,tran_raw_2025,research_consultation,missing,low,TRUE,Very brief topic phrase; likely seeking topic or research help.
I am looking for resources on the insect crisis to determine whether or not there actually is a crisis.,tran_raw_2025,research_consultation,missing,medium,FALSE,User seeks resources to investigate a research question.
I need help writing a literature review and am wondering what our librarians are able to do to assist.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs librarian assistance with literature review research process.
"Hello, I'm looking for sources in French about 1500s clothing in France",tran_raw_2025,research_consultation,missing,medium,FALSE,"Seeks sources on a research topic, not a known item."
we have a patron who would like some help finding some information on a publishing company,tran_raw_2025,research_consultation,missing,medium,FALSE,Patron needs help finding information on a research topic.
"How do I get my search results to return articles that contain a specific phrase. For instance: I want only articles that mention ""youth participatory science"".",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs search strategy help for phrase searching articles.
"I would like to find research papers and articles about pharmaceutical drug usage, their synthesis as well as mechanism if possible?",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding research papers on a topic.
Hi! would you be able to help me find some research articles in regard to Dogs and their sense of self? It must be dogs as the only animal in regard to how they view their self. Thank you so very much!,tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding research articles on a topic.
"I am looking for books on Dominican Republic Architecture, especially between 1920s-1990s, could you help me track some down?",tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for help tracking down books on a research topic.
is this website/link a reliable source. It's through wiley and the International Journal of Obstetric and Gynecology. https://obgyn.onlinelibrary.wiley.com/doi/full/10.1111/j.1471-0528.2009.02341.x,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for source reliability evaluation.
"My question is for Stefanie Hilles. I am trying to find a scholarly article about cultural appropriation in the movie Black Panther, but nothing is showing up. Would you be able to point me in the right direction?",tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding scholarly articles for an assignment topic.
"Hello, I am student of FNP program, I wanted to see you will be able to help me find article for my pico assignment",tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding articles for a PICO assignment.
Studies on naming degree completion programs.,tran_raw_2025,research_consultation,missing,low,TRUE,Fragment appears to be a research topic needing source help.
"i am having trouble finding sources for ""Tigers fighting over an antelope"" by Clovis-Edmond Masson",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding sources for a specific artwork/topic.
I have a patron at the circ desk who needs help looking for resources for their math capstone. Could someone come down and help them out?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests librarian help finding resources for a capstone.
"Hi there, I am doing a project in one of my classes about fastenal.",tran_raw_2025,research_consultation,missing,low,TRUE,Mentions a class project topic but no specific library service need stated.
Hi I was wondering if you could find me research articles on collaborative learning,tran_raw_2025,research_consultation,missing,medium,FALSE,User seeks help finding research articles on a topic.
im looking for articles opposing the family and medical leave act,tran_raw_2025,research_consultation,missing,medium,FALSE,User needs help finding sources on a research topic.
I am writing a paper and need help finding resources for facts to back up my claim,tran_raw_2025,research_consultation,missing,high,FALSE,User needs help finding sources and research support for a paper.
Could I recieve some help finding recourses on textbook expenses?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding resources on a research topic.
I have to do a small project using a book found at the architecture library. Will i be able to find books that are about specific buildings and compare them to sources online?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs research guidance using books and online sources.
I am trying to find a resource on the affect that point of view has on the readers emotional connection but I am struggling to find any,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding sources on a research topic.
Do you know of any articles about how medicare helps older adults? I can't find any good articles on google,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles on a topic.
find me a scholorly source about climate change,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests help finding a scholarly source on a topic.
"I need help finding arcticles on the impact of assisted sucide, I wanted something along the lines of the cons and if its considered a crime or why people may consider it at crime even though its a choice made by the person if that makes sense.",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles on a research topic.
Can you please help me find scholarly sources regarding Apple Inc? I have had trouble finding some.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding scholarly sources for a topic.
I am doing a project on population ecology and I want to focus on the metapopulations of gators in the everglades. what is the best articles I can use?,tran_raw_2025,research_consultation,missing,high,FALSE,Needs guidance selecting best articles for research topic.
"I am having trouble finding sources for my topic on college student physical health and overall well being, can you please help me?",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding sources for a research topic.
I need help finding resources about gang violence in Cleveland,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding resources on a research topic.
I need help trying to find an academic journal on problems with coaching in women's soccer,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding scholarly sources on a topic.
what is the CRAAP test and how do i use it?,tran_raw_2025,research_consultation,missing,medium,TRUE,Asks how to evaluate sources using CRAAP test.
Do I need to meet in person with help in finding strong sources to use for one of my assignments?,tran_raw_2025,research_consultation,missing,high,FALSE,Asks about meeting for help finding strong sources.
I am looking for a source that is about coffee sales,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding a source on a research topic.
Need help finding sources for coffee in ohio for a client challenge with Rooted Grounds Coffee,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding sources for an assignment/client challenge topic.
Needing help finding articles on if marijuana has negative effects on memory,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding articles on a research topic.
needing help on finding articles on if marijuana has negative effects on memory,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding articles on a research topic.
Can you check if a source is reliable?,tran_raw_2025,research_consultation,missing,medium,FALSE,"Asks for help evaluating source reliability, a research support need."
"Hi, I need articles for my ENG 225 class. My paper is Genre Analysis. My Genre is tattoos specifically American Traditional Tatoos. Thanks!",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles for a class paper topic.
what papers and what key words to search for marketing in Mexico?,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for search strategy and keywords for a research topic.
"Hi there. I am really struggling to find a source based of this prompt: Where do customers typically buy artisanal coffee, and how do sales channels (e.g., online, small businesses, larger retailers) impact the industry? This is for BUS 102",tran_raw_2025,research_consultation,missing,high,FALSE,Struggling to find a source for a course research prompt.
"Where do customers typically buy artisanal coffee, and how do sales channels (e.g., online, small businesses, larger retailers) impact the industry? can you find a source for me",tran_raw_2025,research_consultation,missing,high,FALSE,Asks for help finding a source for a research topic.
I need help finding a source for my business project,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding a source for a project.
"Do you have any sources relating to the size, revenue, and structure of the artisanal coffee industry at the local, regional, and national level",tran_raw_2025,research_consultation,missing,high,FALSE,Seeks sources and market information for a research topic.
I am writing a lesson plan on religious influence in government and I was wondering where to look for sources that I can use in a document activity.,tran_raw_2025,research_consultation,missing,high,FALSE,Asks where to look for sources for a lesson plan.
I am having trouble finding an academic journal where i need to see how nurses use counseling in a clinical setting,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding scholarly sources for a research topic.
Can someone please come down to help a patron with a research question,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for help with a patron's research question.
where to find resources concerning patient care challenges in balancing Amish traditions and modern medical interventions,tran_raw_2025,research_consultation,missing,medium,FALSE,Seeks resources for a specific research topic.
"I need help finding 5 books and 5 other sources around the topic of baroque music, opera, George Handel, and his opera Sesame. The development of music in the 1700s as well!",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding multiple sources around a research topic.
I need help accessing sources,tran_raw_2025,research_consultation,missing,low,TRUE,Very broad request for help accessing sources; could mean research or access issue.
I'm doing a research project comparing the similarities and differences between how Colombians and Americans conduct business. Could you find any sources for me?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests sources for a comparative research project topic.
Need help finding sources/papers about specific Md vs DO cases and how they differ patient to patient.,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding sources for a specific research topic.
Are you able to find me any sources on selling coffee on Amazon,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests help finding sources on a research topic.
I am looking for sources about American businesses who tried to go to Colombia and failed.,tran_raw_2025,research_consultation,missing,medium,FALSE,Looking for sources on a specific research topic.
"im writing a research paper about Francis Bacon and his work ""Figure with Meat"" i would like to know what books to check out for this research!",tran_raw_2025,research_consultation,missing,medium,FALSE,Requests book recommendations for a research paper topic.
what kind of topics could i focus on for a class in latin american and about gender and sexuality?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help narrowing a research topic for a class paper.
can you help me find about 3-4 scholarly sources on how deportation effects families,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for help finding multiple scholarly sources on a topic.
I need help find resources to identify my target audience for the client challenge for those that drink coffee and are focused on their health.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs research support finding resources for target audience analysis.
"Hi! I'm writing a research paper on Mafalda (Argentinian Comic character), and I need help finding good resources",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding good resources for a research paper.
"Hello, I hope you are doing well today. I am looking for a source/s that talks about the ethnic communities/ethnicities and the linguistic features they have in the area of Dagestan, Makhachkala",tran_raw_2025,research_consultation,missing,high,FALSE,Seeks sources on a specialized research topic.
An article that investigated the effect of resistance training on human biomechanics,tran_raw_2025,research_consultation,missing,medium,TRUE,"Likely seeking articles on a research topic, but utterance is fragmentary."
I am supposed to use library resources for my research paper on the history of birth control and reproductive rights in Puerto Rico where should i look?,tran_raw_2025,research_consultation,missing,high,FALSE,Asks where to look for sources for a research paper.
can you please help me find 4 academic journal on how mental health of Latin Americans in the US,tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding academic journals/articles on a topic.
I need a few articles on the topic How to attain the IRS Enrolled Agent (EA) credential and duties and restrictions of EAs,tran_raw_2025,research_consultation,missing,high,FALSE,Needs articles on a specific research topic.
articles or journals on Global Economic growth in immigration reform,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding scholarly sources on a research topic.
need help finding two perr reviewed sources about phototaxis on earthworms,tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding peer-reviewed sources for a topic.
"I am struggling to find an original research article. I keep finding reviews, even when I look through the references listed in the reviews, I still have no luck.",tran_raw_2025,research_consultation,missing,high,FALSE,Needs research help locating original research articles.
articles on institutional and legal barriers on immigration reform,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests articles on a research topic.
I need help trying to find picture books about habitats for kids because I have this class assignment where I need to find resources,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding resources for a class assignment.
I am trying to find sources for my paper about child brides,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding sources for a paper.
"Hi, Please can i get 2 dissertation that used mixed methods and a quantitative research with cross tabulations and quantCrit as a methodology. Thanks",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help locating dissertations matching methods criteria.
I am looking for four different primary sources on World War II.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding primary sources for a topic.
primary sources for the holocaust,tran_raw_2025,research_consultation,missing,high,FALSE,Topic-based request for primary sources.
"Hello, I al looking for a primary source having to deal with the innovative technology used during WWII. I am inquiring for an essay",tran_raw_2025,research_consultation,missing,high,FALSE,Needs a primary source for an essay topic.
How do I find out more about impressionism,tran_raw_2025,research_consultation,missing,low,TRUE,Broad topic help; could be research strategy or resource finding.
Might you come downstairs? There's an emeritus who needs assistance searching for articles and journals.,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests in-person assistance with searching for articles and journals.
Social media health platform usage Social media health platform usage among Africans migrant in the US such as Facebook/Facebook group/Whatsapp I would greatly appreciate it if you could provide me with some articles.,tran_raw_2025,research_consultation,missing,medium,FALSE,"Requests articles on a research topic, implying search strategy help."
Social media usage on health platforms or online communities (hypertension). Can I get some articles? Within the past five years/Facebook,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests recent articles on a research topic.
I need articles and some publications on Intersectionality,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests articles and publications on a broad research topic.
Hi! are you guys able to look at resources on my paper and see if it makes sense??,tran_raw_2025,research_consultation,missing,high,FALSE,Requests librarian help evaluating paper resources.
I am trying to have my sources looked at for paper can you do that?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests help reviewing sources for a paper.
"I need help finding recent articles talking about the Northwest ordinecne, General Rufus Putnam, Manesseh Cutler, or artiles about the topic by David McCullough",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles on a research topic.
I need help with a research project,tran_raw_2025,research_consultation,missing,high,FALSE,General request for help with a research project.
I'm attempting to validate a source but am having some trouble!,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help evaluating or validating a source.
"Hi, I'm an interdisciplinary biology grad writing my first synthesis paper. i have two questions, one maybe more simple than the other",tran_raw_2025,research_consultation,missing,medium,TRUE,"Synthesis paper questions likely research writing support, but request is incomplete."
How can in find infromation on transnational feminism around the world,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding information on a research topic.
I need help finding scholarly sources about the youngest sibling dynamic,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding scholarly sources on a research topic.
"I am doing my capstone project on ""Intergenerational effects of Indigenous Boarding schools , late 19th century to current.. day. Unsure if I should put dates in title?",tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for research project/title guidance.
I'm struggling to find 2 current event or research articles that discuss the use of seismic data to interpret Earth. Can you help me?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding articles for a research topic.
how do i look for book or articles about human computer interaction,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks how to find books or articles on a research topic.
I am looking for some good sources on how to teach neurodivergent students science. do you have any good key words? I am not quite finding what I am looking for when searching neurodivergent education science,tran_raw_2025,research_consultation,missing,high,FALSE,Requests search strategy and keywords for a research topic.
i need to find scholarly sources about peer pressure and substance abuse. can you help,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding scholarly sources on a research topic.
I'm a master's student in the FNP program and trying to write a paper about documentation as a quality component. I'm having trouble finding articles to support this. In addition they need to be within the last 5 years.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles for a paper topic.
I am looking for more recent (within 20yrs) articles on the impacts of rumination and stress on immune system function or immunity,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles on a research topic.
I am researching for a project and I am currently struggling because there is a lot of information on it. I am trying to find out the impact of inaccessible digital design so that I can come up with a solution. Is that something you can help with?,tran_raw_2025,research_consultation,missing,high,FALSE,User needs help with research focus and information strategy for a project.
how do i know if an article is evidence base practice,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for help evaluating research evidence for an article.
Looking for sources on public management in the opioid crisis,tran_raw_2025,research_consultation,missing,medium,FALSE,User seeks help finding sources for a research topic.
Hi! I am looking for any articles or resources on recruitment strategies for seasonal employees. would you be able to point me in the right direction?,tran_raw_2025,research_consultation,missing,medium,FALSE,User asks for guidance finding resources on a research topic.
can you help me find a article on nutrient subsidies in aquatic ecosystems,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding articles on a research topic.
Need help finding articles that support why kids should be vaccinated and why kids shouldn't be vaccinated. Can you please give me key research words to look up?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests research keywords and sources for a topic.
how do i find evidence based research study,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs guidance finding evidence-based research studies.
What are good books to look at when trying to find ways to solve intrest based conflict,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests source recommendations for a research topic.
"I am working on a paper that is looking at a character from a TV show. It is for my GTY 154 class. I am looking for references on how older adults are socially, career wise, family dynamics, etc.",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding references for a paper topic.
hi How can i start with candidate resources,tran_raw_2025,research_consultation,missing,low,TRUE,Underspecified request likely about starting research resources.
Is this article a scholarly source? Analyzing the role of gender in entrepreneurship education and economic success in developing nations: the case of Colombia,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for help evaluating whether an article is scholarly.
how do I use specific search terms to narrow my results?,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for research search strategy to narrow results.
I have a faculty member looking for a history of emdr...can you help,tran_raw_2025,research_consultation,missing,medium,TRUE,Needs help finding research on a topic; exact service request is broad.
Can you help me find case studies highlighting a school social worker?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding case studies on a research topic.
how do i find Altnerative Keywords (synonpms) for social media,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for help developing alternative keywords for research searching.
"I'm trying to find information pertaining to bullet wounds trajectory paths. Is there a spot in the Kings Library I can find this? Tried searching on the site, but not finding what I need. Probably not searching correctly.",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding sources and search strategy for a research topic.
what is a good way to find old advertisements like from magazines? I'm trying to do image research for makeup looks of the 1920s,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for research strategy to find historical advertisement images.
Can you please help me find credible resource on business to business relationships with customers,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests help finding credible resources for a research topic.
can you help me find a source for outdoor electronics?,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests help finding sources on a topic.
reliable sources of college athletes mental health,"tran_raw_2025,tran_raw_2026_5",research_consultation,missing,medium,FALSE,Topic phrase suggests need for reliable research sources.
"I'm wriiting a research paper on mental health on first year students at miami u, what resources could I use",tran_raw_2025,research_consultation,missing,high,FALSE,Asks what resources to use for a research paper topic.
Need some help finding resources for a business law paper,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding resources for a paper.
"Hello, what is the best way to find scholarly sources about retirement planning for a financial education program project for a social work class?",tran_raw_2025,research_consultation,missing,high,FALSE,Seeks strategy for finding scholarly sources.
"Hello, I accidentally got disconnected, I am trying to find scholarly sources for a financial education program project in my social work class. My topic is retirement planning, so what should I do to find the best resources?",tran_raw_2025,research_consultation,missing,high,FALSE,Seeks guidance finding best scholarly resources.
"Hi, i was wondering if NBC news is reliable for an English research project heres the link to the article im looking at: https://www.nbcnews.com/health/health-news/stressed-burned-younger-nurses-feel-strain-nursing-shortage-rcna82031",tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for source evaluation for research project.
Can someone please come down to help a faculty member search for books,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests someone help faculty search for books.
I am struggling to find information about writing and communication in medical sales,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding information on a research topic.
I need some guidance with researching scholarly journals,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for guidance with research process and scholarly journals.
Can you help me find sources about how dorms and cleanliness and how their health can be affected,tran_raw_2025,research_consultation,missing,medium,FALSE,Requests help finding sources for a research topic.
looking for resources on how animal victims elicit a different response in crime narratives compared to human victims. where would be the best spot to look?,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks where best to look for topic resources.
am looking for a graph to show statistics on child marriage in india,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding statistical sources for a research topic.
I'm a FNP student looking for information about limitations of rapid strep testing in adult patients,tran_raw_2025,research_consultation,missing,high,FALSE,Seeks information and sources on a health research topic.
Need a timeline of child marriage in india,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs sources for a research topic timeline.
Is a journal article from 2011 considered relevant?,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for research evaluation guidance on source relevance.
Are there any online primary sources regarding fashion history?,tran_raw_2025,research_consultation,missing,medium,FALSE,Seeks help locating primary sources on a topic.
roman empire,tran_raw_2025,research_consultation,missing,low,TRUE,Very short topic-only utterance; likely research help.
Student mental health adjusting to college,tran_raw_2025,research_consultation,missing,low,TRUE,Topic-only utterance; likely seeking research sources.
i need to find a scholarly on Medina Ohio Levy/funding,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding scholarly sources on a topic.
"For my English 111 course I have to find a viable source talking about homelessness, how would I find that?",tran_raw_2025,research_consultation,missing,high,FALSE,Asks how to find a viable source for coursework topic.
I am looking for articles which discuss how the language researchers use in reporting their analysis can contribute to deficit framing,tran_raw_2025,research_consultation,missing,high,FALSE,Looking for articles on a specific research topic.
I have a project and need research articles on the topic but im having trouble finding any,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding research articles on a topic.
How do i search specifically for evidence based articles,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for search strategy to find evidence-based articles.
I was wondering whether a source I am viewing is scholarly or non scholarly,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help evaluating whether a source is scholarly.
I need multiple sources about Nike or athletic merchandise consumers,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs multiple sources for a research topic.
I am having issues finding resources for my EGS215 assignment. I need to write about the written communications for nursing/nurse practitioner.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding resources for a specific assignment.
"how do I find actual characteristic about the target consumers of Nike, their lifestyles, and values",tran_raw_2025,research_consultation,missing,medium,FALSE,Asks how to find consumer characteristics for research.
"I am trying to find sources about Paddle Boards, and nothing is coming up? can you help me with that please?",tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding sources for a research topic.
"I'm doing a research paper on the African practice of Libations, primairly focusing on nigeria, but I need to find a mongraph, and possibly an exhibtion catalouge relating to my topic but I am diffculties",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding specialized sources for a research paper.
I am trying to find information on Nocqua but am not sure where to find it,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs guidance finding information on a topic.
I am trying to find some information on the Company NOCQUA. This is for my FYIC client challenge.,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs information sources about a company for a class project.
Can you help me find sources about dorm cleanliness and mold in dorms,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding sources on a research topic.
I am looking for information on term White Flight meaning families leaving urban school districts for the suburbs or rural ones,tran_raw_2025,research_consultation,missing,medium,FALSE,Looking for information on a research concept/topic.
Which is the best soruces to use,tran_raw_2025,research_consultation,missing,low,TRUE,Underspecified request for best sources.
"how to search for article and sources about the seasonal patterns and demographic shift in kayaking, paddleboarding and recreational fish. How do I word to search come up with best answer possible",tran_raw_2025,research_consultation,missing,high,FALSE,Needs search strategy and wording for research topic.
I am doing my BUS 284 Intercultural Communication Project Overview and Final Written Report. We're doing Poland and was wondering if you had any good sources for us. Thank you!,tran_raw_2025,research_consultation,missing,high,FALSE,User requests good sources for a course research project.
help finding sources,tran_raw_2025,research_consultation,missing,high,FALSE,Brief request for help finding sources.
i am trying to find sources for my article on miami university construction work,tran_raw_2025,research_consultation,missing,high,FALSE,User needs help finding sources on a research topic.
Can you help me find studies on why reading is actually bad for brain development?,tran_raw_2025,research_consultation,missing,high,FALSE,User wants help finding studies on a research topic.
"I'm looking for some articles/books on the Wendish Crusades for a paper and I'm having a hard time looking, can you help me navigate?",tran_raw_2025,research_consultation,missing,high,FALSE,User needs help finding and navigating sources for a paper.
I am struggling to find sources in books and articles about Ary Scheffer and Auguste Blanchard. Scheffer was a painter and Blanchard was an engraver that reproduced one of Scheffer's paintings. Are there any more resources on Blanchard?,tran_raw_2025,research_consultation,missing,high,FALSE,User needs help finding books and articles on a research topic.
I want to write my final project and the two topics I want to choose from is either Inflation or Cheating in politics. Can you help me find multiple resource that talks about cheating in politics and Inflation?,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding multiple resources and refining project topics.
"What book could I use in a research paper about the artwork, A Young Girl Seated on a Ledge",tran_raw_2025,research_consultation,missing,high,FALSE,Requests source recommendation for a research paper topic.
where could I find information on political messages in the 19th century?,tran_raw_2025,research_consultation,missing,medium,FALSE,Seeks information sources for a broad research topic.
I am having trouble finding article relating to this artist I am trying to write about,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding articles for a research assignment.
i am writing a paper about a fraud case about elder fraud and i need to find more sources but idk where to start,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help starting research and finding sources for a paper.
How do I find sources on Daniel N. Durant? Everything I find is containing either a Daniel or Durant. I need sources specifically for this person.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs search strategy help finding sources about a specific person.
"I have a reference, but am trying to back track to find the article that the reference came from. What would be the best way to approach that?",tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for strategy to trace an article from a reference.
How would I begin searching for legal issues or controversial issues Instagram has been involved in,tran_raw_2025,research_consultation,missing,high,FALSE,Asks how to begin searching a research topic.
I need help finding journals or articles specifally on the art of realism in lithograph prints of political messages in the 19th century,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding scholarly sources on a specialized topic.
I'm trying to find materials to help my students write better wikis and gitlab issues (i.e. work items on a kanban board),tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding instructional materials for student writing tasks.
I'm trying to find a book about ai's presence in sustainable architecture. Where should I start?,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help starting research on a topic.
can you help me find research on the influenza pandemic of 1918,tran_raw_2025,research_consultation,missing,high,FALSE,Asks for help finding research on a topic.
Can you help me find information about abortions,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding information on a research topic.
alzhemers resources on caregiver burden,tran_raw_2025,research_consultation,missing,medium,FALSE,Brief request for resources on a research topic.
I need a journalism on cell phone banning,tran_raw_2025,research_consultation,missing,medium,TRUE,"Likely asks for journalism/articles on a topic, wording unclear."
